"match_id","ftir_idx","raman_idx","match_distance","match_score","ftir_particle_id","ftir_x_um","ftir_y_um","ftir_area_um2","ftir_major_um","ftir_minor_um","ftir_feret_min_um","ftir_feret_max_um","ftir_material","ftir_quality","ftir_source_file","ftir_x_norm","ftir_y_norm","ftir_x_aligned","ftir_y_aligned","raman_particle_id","raman_x_um","raman_y_um","raman_area_um2","raman_major_um","raman_minor_um","raman_feret_min_um","raman_feret_max_um","raman_material","raman_quality","raman_source_file","raman_x_norm","raman_y_norm","n_ref_candidates","next_best_distance","ambiguity_score","ambiguity_flag"
116,126,777,19.1224288907117,19.6830509866337,"MP_-1",4550,3500,2500,60.4,52.7,50,60.4,"Protein",0.667,"Comparstic Spotlight F2Ba Au 240926.csv",-2123,-1495,2359.27849314718,923.415584760107,"164",7700.17693598498,3259.80786333476,643.124,36.831,24.35,23.208,39.28,"Polycarbonate (PC)",1.46,"Comparstic Raman F2Ba Au IAEA 240930.csv",2343.09598292901,933.603501608956,1,67.6207799126207,0.282789238979817,FALSE
117,127,245,16.0310765381123,16.6375342378185,"MP_-1",4550,3650,4375,80.9,68.9,75,80.9,"Protein",0.842,"Comparstic Spotlight F2Ba Au 240926.csv",-2123,-1345,2348.12411919089,774.144921769272,"254",7699.02880081803,3115.1428322988,1056.878,42.141,34.876,34.876,44.777,"Polyamide (PA)",81.82,"Comparstic Raman F2Ba Au IAEA 240930.csv",2341.94784776206,788.938470572996,1,114.972356967854,0.1394341819277,FALSE
118,128,577,9.16042141633577,9.46883059963888,"MP_-1",4550,7575,1250,50,31.8,30,50,"Protein",0.822,"Comparstic Spotlight F2Ba Au 240926.csv",-2123,2580,2056.25133400137,-3131.77075982423,"652",7420.60602283215,-799.998087007705,660.425,35.047,24.568,24.568,34.915,"Polyacrylamide/acrylate",14.46,"Comparstic Raman F2Ba Au IAEA 240930.csv",2063.52506977618,-3126.20244873351,1,176.630472531264,0.05186206708876,FALSE
119,129,469,14.5949502690449,15.2720864522764,"MP_-1",4600,11000,1875,60.4,39.6,50,60.4,"Protein",0.664,"Comparstic Spotlight F2Ba Au 240926.csv",-2073,6005,1751.80290766919,-6536.39944012953,"575",7123.23901459157,-4212.82987077269,386.072,32.164,26.083,25.698,32.722,"Polyethylene naphtalate (PEN)",27,"Comparstic Raman F2Ba Au IAEA 240930.csv",1766.1580615356,-6539.03423249849,1,297.069287156525,0.0491297852051427,FALSE
120,133,265,6.059389532896,6.36215427377414,"MP_8",4725,7200,6250,115.1,69.1,75,115.1,"PET",0.788,"Comparstic Spotlight F2Ba Au 240926.csv",-1948,2205,1909.98816206944,-2745.58066606481,"338",7269.05218079448,-413.650603328339,11281.279,149.996,111.704,111.704,163.995,"Polyethylene terephtalate (PET)",80.21,"Comparstic Raman F2Ba Au IAEA 240930.csv",1911.97122773851,-2739.85496505414,1,197.413211765521,0.0306939412955455,FALSE
121,134,190,53.6199845911298,53.7782939726674,"MP_-1",4825,10275,8750,207,53.8,75,207,"Cellulose",0.821,"Comparstic Spotlight F2Ba Au 240926.csv",-1848,5280,1581.80972063832,-5798.19300807273,"133",6931.50044171058,-3525.09690576841,5492.175,214.864,52.029,52.029,215.275,"Polyamide (PA)",87.21,"Comparstic Raman F2Ba Au IAEA 240930.csv",1574.41948865461,-5851.30126749421,0,402.604585907632,0.133182746714742,FALSE
122,135,220,22.1184343107826,22.4003797364038,"MP_-1",4800,2775,1250,50,31.8,50,50,"Protein",0.722,"Comparstic Spotlight F2Ba Au 240926.csv",-1873,-2220,2164.40686228451,1663.48107914295,"409",7500.9754845188,3981.41081576413,765.223,33.511,30.834,30.241,35.37,"Cellulose Acetate Butyrate (CAB)",84.92,"Comparstic Raman F2Ba Au IAEA 240930.csv",2143.89453146283,1655.20645403833,2,48.5133784403177,0.45592442789762,FALSE
123,136,278,27.2095486111177,27.7828066951111,"MP_-1",4850,4800,2500,60.4,52.7,50,60.4,"Protein",0.808,"Comparstic Spotlight F2Ba Au 240926.csv",-1823,-195,1964.06592621102,-347.954746581217,"498",7308.08877647085,1954.37817851027,626.976,38.261,25.669,25.669,38.486,"Polyacrylamide/acrylate",77.29,"Comparstic Raman F2Ba Au IAEA 240930.csv",1951.00782341488,-371.826183215534,1,131.991235074403,0.206146632356154,FALSE
124,137,756,25.0876559220054,26.1432401772614,"MP_-1",4825,9475,4375,104.1,53.5,77.5,104.1,"Protein",0.737,"Comparstic Spotlight F2Ba Au 240926.csv",-1848,4480,1641.29971507186,-5002.08280545494,"548",7015.88837648155,-2693.84704489512,397.277,33.988,19.483,19.483,35.172,"Polytetrafluoroethylene (PTFE)",2.83,"Comparstic Raman F2Ba Au IAEA 240930.csv",1658.80742342558,-5020.05140662092,2,28.9580747373179,0.866344056004362,TRUE
125,138,723,26.4874176710586,27.0121227785709,"MP_-1",4900,5550,2500,60.4,52.7,50,60.4,"Protein",0.803,"Comparstic Spotlight F2Ba Au 240926.csv",-1773,555,1858.53716876597,-1090.58993688329,"380",7237.4784637033,1250.57132116866,654.164,37.771,28.725,28.725,41.907,"Polyvinyl Chloride (PVC)",4.61,"Comparstic Raman F2Ba Au IAEA 240930.csv",1880.39751064733,-1075.63304055714,1,105.021707403868,0.25220897970359,FALSE
126,139,260,7.58331147517195,8.49766088022293,"MP_-1",4875,6950,3125,80.9,49.2,55,80.9,"Protein",0.825,"Comparstic Spotlight F2Ba Au 240926.csv",-1798,1955,1779.30812233909,-2485.64185379047,"160",7142.75731242976,-155.320190764127,370.089,30.834,21.621,21.37,33.888,"Polyacrylamide/acrylate",80.71,"Comparstic Raman F2Ba Au IAEA 240930.csv",1785.67635937379,-2481.52455248993,1,286.746936291525,0.0264460069678383,FALSE
127,140,500,12.0160271612221,12.699522616321,"MP_-1",4875,11100,1875,60.4,39.6,30,60.4,"Protein",0.756,"Comparstic Spotlight F2Ba Au 240926.csv",-1798,6105,1470.70377621513,-6615.46352987022,"605",6820.13133051623,-4279.99577803938,402.879,27.698,21.789,21.616,30.445,"Polyacrylamide/acrylate",21.6,"Comparstic Raman F2Ba Au IAEA 240930.csv",1463.05037746026,-6606.20013976518,1,305.179737549797,0.0393736073623218,FALSE
128,141,738,24.819351421977,25.1671883069724,"MP_-1",4925,4150,1250,50,31.8,25,50,"Protein",0.666,"Comparstic Spotlight F2Ba Au 240926.csv",-1748,-845,1937.76621519285,304.461980023876,"673",7297.75555996828,2655.3146979345,653.505,30.426,28.129,27.624,33.286,"Polycarbonate (PC)",4.01,"Comparstic Raman F2Ba Au IAEA 240930.csv",1940.67460691231,329.110336208696,1,95.1927070913289,0.260727446254523,FALSE
129,142,26,3.82483974395976,4.27000104718008,"MP_-1",4950,2475,1875,60.4,39.6,30,60.4,"Protein",0.721,"Comparstic Spotlight F2Ba Au 240926.csv",-1723,-2520,2037.44494720625,1973.17677908091,"113",7390.7545084914,4300.01832459332,804.935,33.87,30.426,30.426,34.91,"Cellulose Acetate Butyrate (CAB)",93.44,"Comparstic Raman F2Ba Au IAEA 240930.csv",2033.67355543543,1973.81396286752,1,335.315734191051,0.0114066813869835,FALSE
130,143,2,6.5569365431076,6.83631734488431,"MP_9",4950,5450,3125,80.9,49.2,55,80.9,"Polypro",0.676,"Comparstic Spotlight F2Ba Au 240926.csv",-1723,455,1816.21653040655,-987.358036903976,"270",7175.47916468789,1332.66298560574,5471.084,113.791,67.845,67.831,116.501,"Polypropylene (PP)",97.95,"Comparstic Raman F2Ba Au IAEA 240930.csv",1818.39821163192,-993.541376120064,1,109.140617987228,0.0600778762666977,FALSE
131,145,635,23.0867836790085,23.5232607728707,"MP_-1",5000,3650,2500,60.4,52.7,50,60.4,"Protein",0.717,"Comparstic Spotlight F2Ba Au 240926.csv",-1673,-1345,1900.31213021839,807.608043638135,"250",7273.07065387881,3116.86503504923,720.404,44.621,32.662,30.601,51.624,"Polyphenylene sulphide (PPS)",10.09,"Comparstic Raman F2Ba Au IAEA 240930.csv",1915.98970082284,790.660673323426,1,163.872366251312,0.140882713828658,FALSE
132,146,272,16.9527427373409,17.3925555204356,"MP_-1",4950,9750,2500,60.4,52.7,50,60.4,"Protein",0.67,"Comparstic Spotlight F2Ba Au 240926.csv",-1723,4755,1496.4578103263,-5266.45037597457,"707",6837.35335802051,-2945.28864645762,897.045,38.152,34.406,34.406,39.28,"Polyacrylamide/acrylate",78.9,"Comparstic Raman F2Ba Au IAEA 240930.csv",1480.27240496454,-5271.49300818342,1,186.331052763489,0.0909818437985165,FALSE
133,147,325,7.95107612894451,8.21300410331175,"MP_-1",5000,775,1250,50,31.8,30,50,"Protein",0.728,"Comparstic Spotlight F2Ba Au 240926.csv",-1673,-4220,2114.1042977139,3668.6290842958,"496",7473.42024051195,5987.20295242937,751.217,36.589,28.497,28.497,36.939,"Polyacrylamide/acrylate",67.26,"Comparstic Raman F2Ba Au IAEA 240930.csv",2116.33928745598,3660.99859070357,1,91.7555208865047,0.0866550159829559,FALSE
134,148,37,22.8597705144108,23.2527669164973,"MP_-1",5050,1950,13125,177.1,94.4,150,177.1,"Protein",0.956,"Comparstic Spotlight F2Ba Au 240926.csv",-1623,-3045,1976.97148072604,2503.06034885302,"432",7356.31045348284,4834.4752448095,5169.542,120.584,59.27,58.943,124.514,"Cellulose Acetate Butyrate (CAB)",93.21,"Comparstic Raman F2Ba Au IAEA 240930.csv",1999.22950042687,2508.2708830837,1,79.9451809051002,0.285943070684232,FALSE
135,149,16,85.7835756111716,86.2288266136167,"MP_-1",5025,8475,1875,60.4,39.6,50,60.4,"Protein",0.665,"Comparstic Spotlight F2Ba Au 240926.csv",-1648,3480,1516.63465745933,-3992.07255357433,"423",6849.40877727351,-1583.60033845248,748.746,35.707,27.265,27.265,35.942,"Cellulose Acetate Butyrate (CAB)",94.37,"Comparstic Raman F2Ba Au IAEA 240930.csv",1492.32782421754,-3909.80470017828,0,120.690013710894,0.710776086384921,TRUE
136,150,274,14.8688781265545,15.7369159094968,"MP_-1",5100,8400,2500,100,31.8,52.5,100,"Protein",0.792,"Comparstic Spotlight F2Ba Au 240926.csv",-1573,3405,1447.57651294206,-3911.86003510077,"420",6794.29828925981,-1574.98932470034,411.118,36.813,16.733,16.733,37.226,"Cellulose Acetate Butyrate (CAB)",78.42,"Comparstic Raman F2Ba Au IAEA 240930.csv",1437.21733620384,-3901.19368642614,2,44.7984850471365,0.331905824737369,FALSE
137,151,155,13.6504697773995,14.1852924218658,"MP_-1",5100,2900,2500,60.4,52.7,50,60.4,"Protein",0.684,"Comparstic Spotlight F2Ba Au 240926.csv",-1573,-2095,1856.5702246726,1561.3976078965,"487",7227.14524720073,3885.54152932363,697.171,38.323,27.977,27.977,38.463,"Cellulose Acetate Butyrate (CAB)",89.62,"Comparstic Raman F2Ba Au IAEA 240930.csv",1870.06429414476,1559.33716759783,1,199.539890483108,0.0684097287231653,FALSE
138,152,258,14.5979325022681,15.1627256376645,"MP_-1",5100,3100,2500,60.4,52.7,50,60.4,"Protein",0.726,"Comparstic Spotlight F2Ba Au 240926.csv",-1573,-1895,1841.69772606422,1362.37005724205,"636",7213.36762519731,3688.06228060788,646.914,40.083,20.975,20.975,40.593,"Polyacrylamide/acrylate",80.84,"Comparstic Raman F2Ba Au IAEA 240930.csv",1856.28667214134,1361.85791888208,1,159.965105626765,0.0912569803587565,FALSE
139,153,93,11.0068637155528,11.4021590216167,"MP_-1",5100,10675,1875,60.4,39.6,30,60.4,"Protein",0.712,"Comparstic Spotlight F2Ba Au 240926.csv",-1573,5680,1278.40184127169,-6175.79842379509,"377",6630.68902796914,-3839.68594151327,812.679,37.698,27.19,27.19,38.463,"Cellulose Acetate Butyrate (CAB)",91.44,"Comparstic Raman F2Ba Au IAEA 240930.csv",1273.60807491317,-6165.89030323907,1,439.232116322875,0.0250593326546771,FALSE
140,154,267,19.644749254364,20.4897696663229,"MP_-1",5150,9725,2500,80.9,39.3,50,80.9,"Protein",0.781,"Comparstic Spotlight F2Ba Au 240926.csv",-1523,4730,1299.2893219979,-5226.69943353438,"674",6673.74409672984,-2891.32629361087,422.158,32.56,24.171,24.171,32.148,"Cellulose Acetate Butyrate (CAB)",79.66,"Comparstic Raman F2Ba Au IAEA 240930.csv",1316.66314367387,-5217.53065533667,1,186.041696564638,0.105593260097683,FALSE
141,155,373,7.35182734711421,7.87187329395557,"MP_-1",5150,3725,2500,75,42.4,50,75,"Protein",0.706,"Comparstic Spotlight F2Ba Au 240926.csv",-1523,-1270,1745.46428024941,744.127086099006,"307",7108.31325742119,3065.77302011986,884.851,39.068,29.652,29.652,40.759,"Polyacrylamide/acrylate",54.4,"Comparstic Raman F2Ba Au IAEA 240930.csv",1751.23230436522,739.568658394056,1,176.760554993801,0.0415920132598137,FALSE
142,156,491,19.7378726742767,20.3332452576857,"MP_-1",5150,9300,2500,60.4,52.7,50,60.4,"Protein",0.722,"Comparstic Spotlight F2Ba Au 240926.csv",-1523,4305,1330.89338154072,-4803.76588839368,"365",6682.92917806546,-2458.47933566995,626.976,29.157,29.06,26.71,34.504,"Polyvinyl Chloride (PVC)",23.18,"Comparstic Raman F2Ba Au IAEA 240930.csv",1325.84822500949,-4784.68369739575,1,242.12209395595,0.0815203286564493,FALSE
143,157,148,17.9888753249885,18.4950539847258,"MP_-1",5200,6850,2500,60.4,52.7,50,60.4,"Protein",0.771,"Comparstic Spotlight F2Ba Au 240926.csv",-1473,1855,1463.32460182981,-2361.96026822462,"59",6831.03861460227,-50.2658229880135,776.923,35.346,30.411,30.411,36.128,"Cellulose Acetate Butyrate (CAB)",89.94,"Comparstic Raman F2Ba Au IAEA 240930.csv",1473.9576615463,-2376.47018471382,1,72.9875169546663,0.246465095341737,FALSE
144,158,747,4.75035113720463,5.15190397771099,"MP_-1",5175,10075,1875,60.4,39.6,50,60.4,"Protein",0.741,"Comparstic Spotlight F2Ba Au 240926.csv",-1498,5080,1248.38400560143,-5573.13858485361,"72",6602.55971637882,-3250.69260086687,811.196,38.563,29.678,29.678,38.463,"Polytetrafluoroethylene (PTFE)",3.65,"Comparstic Raman F2Ba Au IAEA 240930.csv",1245.47876332285,-5576.89696259267,1,117.497620795928,0.040429338951936,FALSE
145,159,604,27.9732058140461,28.3426164649235,"MP_-1",5300,10150,1250,50,31.8,50,50,"Protein",0.834,"Comparstic Spotlight F2Ba Au 240926.csv",-1373,5155,1118.41459946426,-5638.47860471879,"108",6500.37568652008,-3299.48834546233,587.924,32.068,28.009,26.443,33.973,"Polyphenylene sulphide (PPS)",12.28,"Comparstic Raman F2Ba Au IAEA 240930.csv",1143.29473346411,-5625.69270718813,1,90.4127494491435,0.309394482354293,FALSE
146,160,236,2.78602522360565,3.29901253937688,"MP_-1",5300,2700,1875,60.4,39.6,30,60.4,"Protein",0.698,"Comparstic Spotlight F2Ba Au 240926.csv",-1373,-2295,1672.41517262654,1775.29765715933,"278",7026.7956605676,4100.81687312714,649.385,29.852,28.129,25.912,34.91,"Polyacrylamide/acrylate",82.8,"Comparstic Raman F2Ba Au IAEA 240930.csv",1669.71470751163,1774.61251140134,1,142.674374691458,0.0195271591666731,FALSE
147,161,8,3.7429615104863,3.89795332609055,"MP_-1",5325,7725,3750,80.9,59,75,80.9,"Protein",0.803,"Comparstic Spotlight F2Ba Au 240926.csv",-1348,2730,1273.8652012591,-3223.41049070758,"706",6633.55936588652,-899.885846532534,2484.505,68.389,50.015,46.905,72.907,"Polyamide (PA)",95.31,"Comparstic Raman F2Ba Au IAEA 240930.csv",1276.47841283055,-3226.09020825834,1,186.044424875193,0.0201186437755243,FALSE
148,162,548,12.1162179911935,12.3031731983714,"MP_-1",5375,7900,5000,95.7,66.5,75,95.7,"Protein",0.887,"Comparstic Spotlight F2Ba Au 240926.csv",-1298,2905,1211.09487731315,-3393.84147287813,"17",6556.06024211726,-1067.51358090753,2928.743,88.341,55.677,55.677,90.369,"Polyether sulphone (PES)",16.55,"Comparstic Raman F2Ba Au IAEA 240930.csv",1198.97928906129,-3393.71794263333,1,151.040497784385,0.0802183399083456,FALSE
149,163,154,26.1506210604922,26.275133050349,"MP_-1",5400,11400,3750,80.9,59,50,80.9,"Protein",0.936,"Comparstic Spotlight F2Ba Au 240926.csv",-1273,6405,925.947707834635,-6874.96454700488,"702",6305.19270813823,-4534.88178510274,2682.237,75.008,50.638,50.638,76.558,"Polyamide (PA)",89.65,"Comparstic Raman F2Ba Au IAEA 240930.csv",948.111755082257,-6861.08614682854,1,195.469200765489,0.133783843992211,FALSE
150,164,600,11.164745600949,11.6199663164146,"MP_-1",5425,2000,3750,80.9,59,75,80.9,"Protein",0.835,"Comparstic Spotlight F2Ba Au 240926.csv",-1248,-2995,1600.07669859686,2481.18939608013,"464",6965.37042913566,4814.95694697132,1183.097,60.082,34.298,34.298,60.452,"Polycarbonate (PC)",12.61,"Comparstic Raman F2Ba Au IAEA 240930.csv",1608.28947607969,2488.75258524552,1,89.0846656799586,0.125327355900497,FALSE
151,165,438,4.6635777542917,5.09362652002916,"MP_-1",5400,5650,1250,50,31.8,25,50,"Protein",0.664,"Comparstic Spotlight F2Ba Au 240926.csv",-1273,655,1353.53204282566,-1152.92246568956,"474",6712.20662482274,1177.66473806721,565.02,27.92,26.354,26.354,29.409,"Polycarbonate (PC)",33.89,"Comparstic Raman F2Ba Au IAEA 240930.csv",1355.12567176677,-1148.53962365859,1,129.862333512564,0.0359117045578155,FALSE
152,166,318,8.04802253356204,8.69907651789087,"MP_-1",5450,8025,1875,60.4,39.6,30,60.4,"Protein",0.738,"Comparstic Spotlight F2Ba Au 240926.csv",-1223,3030,1127.1642341875,-3512.65650505901,"116",6476.26484801409,-1187.49370585402,484.609,26.981,26.407,24.366,29.781,"Polyacrylamide/acrylate",68.88,"Comparstic Raman F2Ba Au IAEA 240930.csv",1119.18389495812,-3513.69806757982,1,133.529912309747,0.0602713084607829,FALSE
153,167,757,11.5957288796232,12.1216742241047,"MP_-1",5550,8975,3750,95.7,49.9,75,95.7,"Protein",0.91,"Comparstic Spotlight F2Ba Au 240926.csv",-1123,3980,957.006090470451,-4450.60112136344,"87",6315.5259246408,-2112.89065041738,1413.95,49.113,42.119,42.119,50.104,"Polystyrene (PS)",2.81,"Comparstic Raman F2Ba Au IAEA 240930.csv",958.444971584828,-4439.09501214318,1,497.650166100346,0.0233009645520444,FALSE
154,168,53,20.5858215764516,21.0802725421668,"MP_-1",5575,11525,3750,95.7,49.9,75,95.7,"Protein",0.92,"Comparstic Spotlight F2Ba Au 240926.csv",-1098,6530,742.503289381755,-6986.34332988158,"728",6112.30600009029,-4643.95462596318,1298.771,54.022,30.77,30.77,54.684,"Polyacrylamide/acrylate",92.77,"Comparstic Raman F2Ba Au IAEA 240930.csv",755.225047034317,-6970.15898768898,1,240.757560782825,0.0855043617717203,FALSE
155,169,340,9.08819143948355,9.73111440141025,"MP_-1",5575,8000,1875,60.4,39.6,50,60.4,"Protein",0.729,"Comparstic Spotlight F2Ba Au 240926.csv",-1098,3005,1004.63107735451,-3478.48274959696,"85",6353.9884527337,-1157.06812392979,361.026,36.456,23.619,23.619,36.939,"Polyacrylamide/acrylate",61.53,"Comparstic Raman F2Ba Au IAEA 240930.csv",996.907499677727,-3483.27248565559,1,119.843508967144,0.0758338229396731,FALSE
156,171,144,8.36638874005127,8.55828620681087,"MP_-1",5625,8400,1250,50,31.8,25,50,"Protein",0.694,"Comparstic Spotlight F2Ba Au 240926.csv",-1048,3405,925.129192474136,-3872.81972625376,"383",6282.23000479919,-1538.24899935788,787.633,40.865,25.633,25.633,42.048,"Polyacrylamide/acrylate",90.09,"Comparstic Raman F2Ba Au IAEA 240930.csv",925.149051743218,-3864.45336108368,1,123.304382392706,0.0678515116632724,FALSE
157,172,335,92.9569349480237,94.3478586061548,"MP_-1",5675,975,3750,95.7,49.9,55,95.7,"Cellulose",0.701,"Comparstic Spotlight F2Ba Au 240926.csv",-998,-4020,1427.51381564676,3519.79621644465,"317",6744.35440949739,5929.79619408176,32707.864,870.001,94.551,94.551,869.496,"Polyamide (PA)",63.2,"Comparstic Raman F2Ba Au IAEA 240930.csv",1387.27345644142,3603.59183235596,0,323.486434486483,0.287359607816593,FALSE
158,173,72,7.75528279787247,8.09881392182594,"MP_-1",5675,7650,3750,80.9,59,55,80.9,"Protein",0.775,"Comparstic Spotlight F2Ba Au 240926.csv",-998,2655,931.144174591963,-3122.74828664749,"646",6295.43355921914,-793.68334358947,1610.199,62.063,35.613,34.638,64.365,"Cellulose Acetate Butyrate (CAB)",92.03,"Comparstic Raman F2Ba Au IAEA 240930.csv",938.352606163167,-3119.88770531527,2,49.3050355848603,0.157291901443305,FALSE
159,174,202,11.4803193413817,11.8177760166049,"MP_-1",5700,3100,3125,80.9,49.2,50,80.9,"Protein",0.716,"Comparstic Spotlight F2Ba Au 240926.csv",-973,-1895,1244.61507410088,1406.9875530672,"610",6594.52277021015,3724.22853836687,1558.788,56.601,44.629,44.629,56.833,"Polyacrylamide/acrylate",86.63,"Comparstic Raman F2Ba Au IAEA 240930.csv",1237.44181715418,1398.02417664107,1,249.420305175593,0.0460280061533064,FALSE
160,175,284,11.5305545091919,11.6953496613872,"MP_-1",5700,7150,1250,50,31.8,25,50,"Cellulose",0.72,"Comparstic Spotlight F2Ba Au 240926.csv",-973,2155,943.446977281116,-2623.32034768533,"269",6299.45203230347,-308.596235552226,967.075,38.517,33.331,31.574,40.759,"Polyamide (PA)",76.88,"Comparstic Raman F2Ba Au IAEA 240930.csv",942.371079247498,-2634.80059727803,1,349.542247213625,0.0329875847658121,FALSE
161,176,47,18.8826072704829,19.5821742521024,"MP_-1",5725,9950,3125,80.9,49.2,50,80.9,"Protein",0.818,"Comparstic Spotlight F2Ba Au 240926.csv",-948,4955,710.353552931941,-5407.84699452153,"761",6085.32482366692,-3075.60198790668,738.365,33.385,32.288,32.288,37.63,"Cellulose Acetate Butyrate (CAB)",92.98,"Comparstic Raman F2Ba Au IAEA 240930.csv",728.243870610947,-5401.80634963248,1,145.42879807692,0.129840908542032,FALSE
162,177,183,11.827808992883,12.2105990684849,"MP_-1",5750,5325,3750,80.9,59,50,80.9,"Cellulose",0.737,"Comparstic Spotlight F2Ba Au 240926.csv",-923,330,1029.401639419,-803.475823311413,"67",6374.65488573883,1522.6793557363,1476.894,58.064,38.974,38.974,58.886,"Polyamide (PA)",87.74,"Comparstic Raman F2Ba Au IAEA 240930.csv",1017.57393268286,-803.525005989504,1,397.923786568642,0.0297238048895644,FALSE
163,178,225,22.660857892005,22.9512861197606,"MP_-1",5825,11675,3125,80.9,49.2,50,80.9,"Cellulose",0.863,"Comparstic Spotlight F2Ba Au 240926.csv",-848,6680,482.56447710741,-7117.02336961193,"762",5855.12372269303,-4774.26796741224,1530.776,63.635,35.778,35.778,64.325,"Polyamide (PA)",84.3,"Comparstic Raman F2Ba Au IAEA 240930.csv",498.042769637057,-7100.47232913804,1,309.698132171435,0.0731707929044305,FALSE
164,180,106,17.894179430169,18.1418496961119,"MP_-1",5900,8050,2500,60.4,52.7,50,60.4,"Protein",0.833,"Comparstic Spotlight F2Ba Au 240926.csv",-773,3055,677.493182888944,-3504.07182702195,"84",6030.21433565322,-1160.51252943065,1383.301,50.678,36.307,36.255,50.748,"Cellulose Acetate Butyrate (CAB)",91.09,"Comparstic Raman F2Ba Au IAEA 240930.csv",673.133382597247,-3486.71689115645,1,320.090797073142,0.0559034486270472,FALSE
165,181,99,21.9557919113089,22.6791170419781,"MP_-1",5975,3275,2500,95.7,33.3,55,95.7,"Protein",0.743,"Comparstic Spotlight F2Ba Au 240926.csv",-698,-1720,957.938755668683,1253.28813183109,"735",6336.19235764594,3585.30418316567,735.564,32.247,31.495,29.216,36.166,"Cellulose Acetate Butyrate (CAB)",91.25,"Comparstic Raman F2Ba Au IAEA 240930.csv",979.111404589968,1259.09982143987,1,116.562814239356,0.188360173478857,FALSE
166,182,134,16.529216649542,17.679742817569,"MP_-1",6000,8575,5625,136.8,52.4,95,136.8,"Protein",0.79,"Comparstic Spotlight F2Ba Au 240926.csv",-673,3580,538.939098714714,-4019.08289818568,"543",5911.95641345715,-1697.26571998074,595.998,28.703,27.555,24.471,34.073,"Polyacrylamide/acrylate",90.52,"Comparstic Raman F2Ba Au IAEA 240930.csv",554.875460401177,-4023.47008170654,2,49.3941451196997,0.33463918870315,FALSE
167,183,163,8.61507537660197,9.2738100740173,"MP_-1",6050,3375,1875,75,31.8,52.5,75,"Protein",0.766,"Comparstic Spotlight F2Ba Au 240926.csv",-623,-1620,875.867174869074,1159.35154348201,"8",6240.32307120544,3490.00896430865,457.915,37.438,21.566,21.566,37.314,"Cellulose Acetate Butyrate (CAB)",89.01,"Comparstic Raman F2Ba Au IAEA 240930.csv",883.242118149467,1163.80460258285,1,143.558663710059,0.0600108356678601,FALSE
168,184,565,12.165885652774,12.5940258238158,"MP_-1",6125,8700,3125,80.9,49.2,50,80.9,"Protein",0.762,"Comparstic Spotlight F2Ba Au 240926.csv",-548,3705,405.251567925446,-4134.17980571447,"626",5761.55070658644,-1820.11618284461,1149.648,51.335,45.292,41.523,58.535,"Polyether sulphone (PES)",15.62,"Comparstic Raman F2Ba Au IAEA 240930.csv",404.469753530468,-4146.32054457041,1,186.128859099015,0.0653627046964388,FALSE
169,185,366,4.48716689950945,4.79720500782796,"MP_-1",6175,2450,3125,80.9,49.2,50,80.9,"Cellulose",0.74,"Comparstic Spotlight F2Ba Au 240926.csv",-498,-2545,820.260261773819,2089.14927688907,"757",6175.45343427265,4419.42438195634,1746.634,56.246,46.528,46.528,56.248,"Polyamide (PA)",56.57,"Comparstic Raman F2Ba Au IAEA 240930.csv",818.372481216677,2093.22002023054,1,200.405491418587,0.0223904388435001,FALSE
170,187,345,27.302205272785,27.9190446448485,"MP_-1",6200,9350,2500,60.4,52.7,50,60.4,"Protein",0.671,"Comparstic Spotlight F2Ba Au 240926.csv",-473,4355,282.280615952782,-4775.44215836328,"348",5618.60787830091,-2431.49815924658,528.274,35.392,24.838,24.036,39.037,"Polyacrylamide/acrylate",60.75,"Comparstic Raman F2Ba Au IAEA 240930.csv",261.526925244937,-4757.70252097238,1,134.380067642703,0.203171539884751,FALSE
171,189,21,0.736868338488803,0.905215605101504,"MP_10",6275,2275,21875,228.9,121.7,145,228.9,"PET",0.942,"Comparstic Spotlight F2Ba Au 240926.csv",-398,-2720,733.759922728932,2270.7346330159,"514",6091.06549950168,4596.23719766695,29412.328,294.63,158.382,158.382,297.294,"Polyethylene terephtalate (PET)",93.92,"Comparstic Raman F2Ba Au IAEA 240930.csv",733.984546445708,2270.03283594115,1,196.648729480205,0.00374712992266231,FALSE
172,191,431,13.7607379612407,13.967292966902,"MP_-1",6225,10175,625,31.8,25,25,31.8,"Protein",0.669,"Comparstic Spotlight F2Ba Au 240926.csv",-448,5180,196.053115361394,-5594.57174248682,"80",5551.44197103421,-3254.7110739512,371.242,25.977,21.216,21.216,27.23,"Polyacrylamide/acrylate",35.12,"Comparstic Raman F2Ba Au IAEA 240930.csv",194.361017978237,-5580.915435677,1,235.05080860424,0.0585436742079453,FALSE
173,192,217,6.1513516504993,6.18502868290434,"MP_-1",6300,6400,5000,104.1,61.2,50,104.1,"Cellulose",0.746,"Comparstic Spotlight F2Ba Au 240926.csv",-373,1405,402.136195099216,-1832.34953690601,"327",5762.69884175339,488.783637895976,4953.026,112.58,60.62,60.395,112.184,"Polyamide (PA)",85.32,"Comparstic Raman F2Ba Au IAEA 240930.csv",405.617888697418,-1837.42072382983,1,170.585077792421,0.0360603150645138,FALSE
